chr1_GL456221_random	136050	136150	B3-1-2	328	0.000220930765147902	+	Csprs, 
chr4	6918350	6918450	N3-1-5	138	0.00012497000267146	+	Tox, 
chr4	6942050	6942150	B3-1-3	251	0.000234381419809806	+	Tox, 
chr4	6942050	6942150	N3-1-3	145	0.000129814204538842	+	Tox, 
chr4	6971750	6971850	B3-1	101	0.000157407667156033	-	Tox, 
chr4	7389150	7389250	N3-1-2	523	0.000347674172794729	-	No results within 20000 bp window
chr4	7420650	7420750	B3-2-2	71	0.000112525873026439	+	No results within 20000 bp window
chr4	7643550	7643650	B3-2-21	114	0.000187155854858993	-	No results within 20000 bp window
chr4	7803450	7803550	B3-2-21	139	0.000228198805485965	+	No results within 20000 bp window
chr4	7939450	7939550	N3-9	133	0.000137447242994324	+	No results within 20000 bp window
chr4	8017450	8017550	N3-8	600	0.000656891392861561	-	No results within 20000 bp window
chr4	8021150	8021250	N3-1-11	411	0.000436695606162189	+	No results within 20000 bp window
chr4	8028450	8028550	B3-2-36	1598	0.0012821551760797	+	No results within 20000 bp window
chr4	8056450	8056550	B3-2-36	176	0.000141213586351707	-	No results within 20000 bp window
chr4	8382450	8382550	N3-1-5	482	0.000436489429620607	-	No results within 20000 bp window
chr4	8416350	8416450	B3-18	75	0.000102400122334013	-	No results within 20000 bp window
chr4	8529250	8529350	N3-2-36	1209	0.000887784482055959	-	Rab2a, 
chr4	8549950	8550050	B3-1-13	96	0.000176144526584062	+	Rab2a, 
chr4	8557550	8557650	B3-1-5	191	0.000166428206705575	-	Rab2a, 
chr4	8559850	8559950	B3-1-13	118	0.00021651098059291	-	Rab2a, 
chr4	8562750	8562850	B3-10	188	0.000138804187161203	-	Rab2a, 
chr4	8601350	8601450	N3-1-15	361	0.000448280144045697	-	Rab2a, 
chr4	8650850	8650950	B3-8	188	0.000200979024417882	-	No results within 20000 bp window
chr4	8681250	8681350	B3-14	336	0.000909378780620489	+	Chd7, Chd7, 
chr4	8697050	8697150	N3-1-2	416	0.00027654389270097	+	Chd7, 
chr4	8703750	8703850	B3-2-36	382	0.000306497670377	+	Chd7, 
chr4	8708450	8708550	N3-1-15	82	0.00010182540668074	-	Chd7, 
chr4	8719250	8719350	B3-2-2	81	0.000128374587537205	+	Chd7, 
chr4	8721750	8721850	B3-1-5	181	0.000157714688029891	-	Chd7, 
chr4	8721750	8721850	B3-1-3	108	0.000100849375854418	-	Chd7, 
chr4	8735350	8735450	N3-1-3	848	0.000759189278958192	-	Chd7, 
chr4	8735350	8735450	B3-1-3	7617	0.007112682369288	-	Chd7, 
chr4	8774050	8774150	B3-1-5	182	0.000158586039897459	-	Chd7, 
chr4	8807450	8807550	B3-2-2	67	0.000106186387222132	-	Chd7, 
chr4	8810250	8810350	B3-1-3	145	0.000135399624989728	+	Chd7, 
chr4	8813750	8813850	N3-1-2	546	0.000362963859170023	+	Chd7, 
chr4	8835750	8835850	N3-1-2	711	0.000472650739688436	+	Chd7, 
chr4	8836350	8836450	B3-1-5	192	0.000167299558573144	+	Chd7, 
chr4	8836350	8836450	N3-1-5	233	0.000211000076974277	+	Chd7, 
chr4	8846150	8846250	N3-1-5	192	0.00017387130806464	+	Chd7, 
chr4	8860750	8860850	B3-1-2	234	0.000157615240989662	-	Chd7, 
chr4	8965350	8965450	N3-2-36	373	0.000273898769071028	-	No results within 20000 bp window
chr4	8966850	8966950	N3-1-2	248	0.00016486270526404	-	No results within 20000 bp window
chr4	8971050	8971150	N3-1-2	533	0.000354321862523117	+	No results within 20000 bp window
chr4	8972850	8972950	B3-1-2	593	0.000399426657721665	-	No results within 20000 bp window
chr4	8974150	8974250	B3-1-2	2918	0.0019654755265292	+	No results within 20000 bp window
chr4	8974150	8974250	N3-1-2	2804	0.00186401219984019	+	No results within 20000 bp window
chr4	8988250	8988350	B3-4	136	0.000129656800356175	+	No results within 20000 bp window
chr4	9006450	9006550	B3-1-2	187	0.000125957478910542	+	No results within 20000 bp window
chr4	9080950	9081050	N3-2-21	327	0.000427301285301358	+	No results within 20000 bp window
chr4	9158350	9158450	B3-2-21	62	0.000101786517554891	-	No results within 20000 bp window
chr4	9335650	9335750	N3-1-5	273	0.00024722326615441	+	Clvs1, 
chr4	9377750	9377850	N3-1-5	135	0.00012225326348295	-	Clvs1, 
chr4	9377750	9377850	N3-2-36	486	0.000356876144151527	+	Clvs1, 
chr4	9380450	9380550	B3-21	279	0.000342437170757093	+	Clvs1, 
chr4	9409750	9409850	B3-14	165	0.000446569936911847	+	Clvs1, 
chr4	9515550	9515650	B3-1-2	162	0.000109118243762074	+	Asph, 
chr4	9521750	9521850	N3-2-21	173	0.000226064594364327	+	Asph, 
chr4	9664450	9664550	N3-1-5	649	0.000587721244447664	-	Asph, 
chr4	9664450	9664550	B3-1-5	427	0.000372067247451731	-	Asph, 
chr4	9677750	9677850	B3-1-15	88	0.000115978702092888	+	Asph, 
chr4	9817950	9818050	B3-1-2	160	0.000107771104950196	-	4930412C18Rik, 
chr4	9820750	9820850	N3-1-11	112	0.000119002208978504	+	4930412C18Rik, 
chr4	9905850	9905950	B3-10	185	0.00013658922672778	-	4930448K20Rik, 
chr4	9918350	9918450	N3-2-7	104	0.000104950007467597	+	4930448K20Rik, 
chr4	9988950	9989050	B3-1-11	99	0.000125737756762215	-	No results within 20000 bp window
chr4	10252850	10252950	N3-1-13	513	0.000708590939981104	+	No results within 20000 bp window
chr4	10267050	10267150	B3-1-15	80	0.000105435183720808	+	No results within 20000 bp window
chr4	10509950	10510050	N3-1-2	254	0.000168851319101073	+	1700123O12Rik, 
chr4	10581350	10581450	B3-8	110	0.00011759411003174	-	1700123O12Rik, 
chr4	10597850	10597950	N3-2-7	137	0.000138251452144815	-	1700123O12Rik, 
chr4	10733950	10734050	N3-21	1186	0.00168885243473853	-	1700123O12Rik, 
chr4	10980250	10980350	B3-2-21	113	0.000185514136833914	+	Plekhf2, 
chr4	11062850	11062950	N3-1-5	514	0.000465467980964714	-	Ndufaf6, 
chr4	11152350	11152450	B3-2-2	72	0.000114110744477515	+	Trp53inp1, Mir684-2, 
chr4	11158550	11158650	N3-1	249	0.000280637373685005	-	Trp53inp1, 
chr4	11167450	11167550	B3-18	87	0.000118784141907455	+	Trp53inp1, 
chr4	11200450	11200550	N3-1-15	173	0.000214826772631318	+	Ints8, Ccne2, Ints8, 
chr4	11205250	11205350	B3-8	115	0.000122939296851364	-	Ints8, Ccne2, Ccne2, 
chr4	11213150	11213250	B3-2-21	258	0.000423563250470352	+	Ints8, Ccne2, Ccne2, 
chr4	11241550	11241650	B3-18	119	0.000162474860769967	-	Ints8, 
chr4	11252050	11252150	B3-2-22	227	0.000310019502548442	+	Ints8, Dpy19l4, 
chr4	11261750	11261850	N3-1-13	718	0.000991751062195776	-	Dpy19l4, Ints8, 
chr4	11361550	11361650	N3-8	6022	0.00659299994635387	-	Esrp1, 
chr4	11361950	11362050	B3-1-2	303	0.000204091529999434	+	Esrp1, 
chr4	11374650	11374750	N3-1-5	457	0.000413849936383024	-	Esrp1, 
chr4	11383250	11383350	N3-8	330	0.000361290266073859	+	Esrp1, 
chr4	11401850	11401950	N3-1-5	170	0.000153948554015567	+	Esrp1, 
chr4	11433950	11434050	N3-1-13	449	0.000620189731094573	+	No results within 20000 bp window
chr4	11461850	11461950	N3-10	100	0.000102740711212299	+	No results within 20000 bp window
chr4	11519550	11519650	B3-2-36	500	0.00040117496122644	+	1110037F02Rik, 
chr4	11521450	11521550	B3-18	77	0.00010513079226292	-	1110037F02Rik, 
chr4	11565350	11565450	N3-1	151	0.000170185716572031	-	Rad54b, 1110037F02Rik, Fsbp, 
chr4	11691050	11691150	B3-18	90	0.000122880146800815	+	Gem, 
chr4	11711050	11711150	B3-14	58	0.00015697609903568	-	Gem, 
chr4	11830850	11830950	N3-2-7	285	0.000287603385848702	-	Cdh17, 
chr4	11905950	11906050	B3-10	178	0.000131420985716458	-	No results within 20000 bp window
chr4	11984050	11984150	B3-1	84	0.000130913307337691	-	1700123M08Rik, Pdp1, Pdp1, 
chr4	12041350	12041450	N3-4	74	0.00012373009450304	+	Tmem67, 
chr4	12055350	12055450	N3-21	720	0.00102527297893064	+	Tmem67, 
chr4	12084150	12084250	B3-1	122	0.000190135993990456	+	Tmem67, Rbm12b2, 
chr4	12092150	12092250	B3-1-2	286	0.000192640850098476	+	Rbm12b2, Tmem67, 
chr4	12129450	12129550	N3-1-3	127	0.000113699337768503	+	Rbm12b1, 
chr4	12258950	12259050	N3-8	599	0.000655796573873459	+	No results within 20000 bp window
chr4	12277350	12277450	B3-8	102	0.00010904181112034	+	No results within 20000 bp window
chr4	12303050	12303150	N3-10	211	0.000216782900657952	+	No results within 20000 bp window
chr4	12376850	12376950	N3-1	371	0.000418138416213402	-	No results within 20000 bp window
chr4	12443350	12443450	N3-1	296	0.000333609086790207	+	No results within 20000 bp window
chr4	12536750	12536850	N3-4	87	0.000145466462456276	-	No results within 20000 bp window
chr4	12638650	12638750	N3-4	86	0.000143794434152181	-	No results within 20000 bp window
chr4	12666550	12666650	N3-8	217	0.000237575720418265	-	No results within 20000 bp window
chr4	12734050	12734150	N3-1-15	243	0.000301750900285608	-	No results within 20000 bp window
chr4	13025950	13026050	B3-2-21	219	0.000359536247492276	+	No results within 20000 bp window
chr4	13165450	13165550	B3-2-22	211	0.00028816790765516	+	No results within 20000 bp window
chr4	13225150	13225250	B3-2-2	71	0.000112525873026439	-	No results within 20000 bp window
chr4	13237150	13237250	N3-1-11	1242	0.00131964949599377	+	No results within 20000 bp window
chr4	13258550	13258650	B3-1	79	0.00012312084856759	+	No results within 20000 bp window
chr4	13322750	13322850	B3-1-11	204	0.00025909598363123	+	No results within 20000 bp window
chr4	13626750	13626850	B3-14	316	0.00085524909129784	-	No results within 20000 bp window
chr4	13753350	13753450	N3-2-21	86	0.000112378931302498	+	Runx1t1, 
chr4	13756950	13757050	N3-1-15	4634	0.00575437725071402	-	Runx1t1, 
chr4	13756950	13757050	B3-1-15	144	0.000189783330697454	-	Runx1t1, 
chr4	13759050	13759150	B3-1-5	178	0.000155100632427185	-	Runx1t1, 
chr4	13773150	13773250	N3-1-15	1980	0.00245871103936421	-	Runx1t1, Runx1t1, 
chr4	13773150	13773250	B3-1-15	14977	0.0197387843323317	-	Runx1t1, Runx1t1, 
chr4	13785950	13786050	N3-4	74	0.00012373009450304	-	Runx1t1, 
chr4	13807750	13807850	B3-2-2	98	0.000155317402205507	+	Runx1t1, 
chr4	13848950	13849050	B3-1-2	163	0.000109791813168012	+	Runx1t1, 
chr4	13866950	13867050	B3-2-2	123	0.000194939188482422	-	Runx1t1, 
chr4	13913250	13913350	B3-1-15	143	0.000188465390900944	-	Runx1t1, 
chr4	13964450	13964550	N3-1-5	272	0.000246317686424907	-	No results within 20000 bp window
chr4	14020950	14021050	N3-10	98	0.000100685896988053	+	No results within 20000 bp window
chr4	14112450	14112550	B3-21	309	0.00037925837191377	-	No results within 20000 bp window
chr4	14348650	14348750	N3-2-36	181	0.00013291066273956	-	No results within 20000 bp window
chr4	14499350	14499450	N3-18	278	0.000308816145530164	+	Slc26a7, 
chr4	14649650	14649750	B3-1	110	0.000171434092942214	+	Lrrc69, 
chr4	14748050	14748150	N3-1-3	181	0.00016204393807952	+	Lrrc69, 
chr4	14793050	14793150	N3-4	137	0.000229067877661033	+	Lrrc69, Otud6b, 
chr4	14815350	14815450	N3-1-2	908	0.000603610227337693	+	Otud6b, Lrrc69, 
chr4	14823050	14823150	N3-9	133	0.000137447242994324	+	Otud6b, 
chr4	14948250	14948350	B3-2-22	117	0.000159789787657127	+	Gm11837, Necab1, 
chr4	14951950	14952050	N3-1	170	0.000191599813359241	-	Gm11837, Necab1, 
chr4	14957050	14957150	B3-1	76	0.00011844537330553	+	Necab1, Gm11837, 
chr4	15043050	15043150	N3-1	92	0.000103689310759118	+	Necab1, 
chr4	15096850	15096950	B3-1	199	0.000310139859050006	+	Necab1, 
chr4	15105550	15105650	N3-1-13	806	0.00111330272441476	+	Necab1, 
chr4	15106650	15106750	N3-10	127	0.00013048070323962	+	Necab1, 
chr4	15124450	15124550	N3-10	177	0.00018185105884577	+	Necab1, 
chr4	15142050	15142150	N3-2-7	467	0.000471265898916997	-	Necab1, 
chr4	15178250	15178350	B3-18	75	0.000102400122334013	+	No results within 20000 bp window
chr4	15287450	15287550	B3-2-22	101	0.000137938192763844	+	Tmem64, 
chr4	15315850	15315950	B3-1-2	234	0.000157615240989662	-	No results within 20000 bp window
chr4	15405350	15405450	B3-2-22	132	0.000180275657869579	+	No results within 20000 bp window
chr4	15596050	15596150	B3-2-2	74	0.000117280487379669	-	No results within 20000 bp window
chr4	15642950	15643050	B3-1-13	282	0.000517424546840683	+	No results within 20000 bp window
chr4	15705150	15705250	N3-2-21	273	0.000356737770297464	-	No results within 20000 bp window
chr4	15752750	15752850	N3-1-15	217	0.0002694647957283	-	No results within 20000 bp window
chr4	15831650	15831750	B3-1	132	0.000205720911530657	+	No results within 20000 bp window
chr4	15870550	15870650	B3-2-21	104	0.000170738674608204	-	Calb1, 
chr4	15931350	15931450	N3-2-21	144	0.000188169373343718	+	Decr1, 
chr4	15965050	15965150	N3-10	441	0.00045308653644624	+	Nbn, Decr1, 
chr4	15967950	15968050	B3-2-21	224	0.00036774483761767	-	Nbn, 
chr4	15968650	15968750	B3-1-2	399	0.000268754192969552	+	Nbn, 
chr4	15971350	15971450	N3-18	233	0.000258827920534274	-	Nbn, 
chr4	16001350	16001450	B3-1-3	188	0.000175552617228062	-	Osgin2, Nbn, 
chr4	16127950	16128050	B3-2-21	67	0.000109995107680285	-	Ripk2, 
chr4	16138850	16138950	N3-10	135	0.000138699960136604	+	Ripk2, 
chr4	16168750	16168850	N3-18	242	0.000268825565533452	+	A530072M11Rik, Ripk2, 
chr4	16211850	16211950	B3-21	432	0.000530225296656144	+	A530072M11Rik, 
chr4	16257650	16257750	N3-1	398	0.000448568974805752	+	A530072M11Rik, 
chr4	16291750	16291850	B3-2-36	168	0.000134794786972084	+	No results within 20000 bp window
chr4	16526850	16526950	B3-2-21	297	0.000487590253448429	-	No results within 20000 bp window
chr4	16699250	16699350	N3-2-2	240	0.000244653305877796	+	No results within 20000 bp window
chr4	16737750	16737850	B3-8	158	0.000168907903500135	+	No results within 20000 bp window
chr4	16757950	16758050	N3-1-3	278	0.000248885164564124	-	No results within 20000 bp window
chr4	16803750	16803850	B3-2-21	150	0.000246257703761833	-	No results within 20000 bp window
chr4	16893150	16893250	N3-1-11	273	0.000290067884385104	+	No results within 20000 bp window
chr4	17179950	17180050	B3-18	92	0.000125610816729722	+	No results within 20000 bp window
chr4	17234950	17235050	N3-1	223	0.000251333872818298	-	No results within 20000 bp window
chr4	17242850	17242950	N3-1	142	0.000160042197041248	+	No results within 20000 bp window
chr4	17276850	17276950	B3-18	118	0.000161109525805513	+	No results within 20000 bp window
chr4	17424850	17424950	N3-10	292	0.000300002876739914	+	No results within 20000 bp window
chr4	17509050	17509150	B3-10	163	0.000120346183549341	-	No results within 20000 bp window
chr4	17521350	17521450	B3-1-3	150	0.000140068577575581	+	No results within 20000 bp window
chr4	17555550	17555650	B3-18	83	0.000113322802049641	+	No results within 20000 bp window
chr4	17604150	17604250	B3-21	697	0.000855479240206788	+	No results within 20000 bp window
chr4	17854350	17854450	N3-9	126	0.00013021317757357	+	Mmp16, 
chr4	17873050	17873150	B3-2-22	201	0.000274510660846859	-	Mmp16, 
chr4	17887550	17887650	B3-1-11	103	0.000130818070166749	+	Mmp16, 
chr4	18111750	18111850	B3-21	226	0.000277386382046964	-	Mmp16, 
chr4	18198550	18198650	B3-18	82	0.000111957467085187	+	No results within 20000 bp window
chr4	18213150	18213250	N3-1-5	149	0.000134931379695997	+	No results within 20000 bp window
chr4	18278950	18279050	N3-2-7	320	0.000322923099900297	+	No results within 20000 bp window
chr4	18405550	18405650	N3-4	88	0.000147138490760372	+	No results within 20000 bp window
chr4	18501750	18501850	B3-1-3	118	0.000110187281026124	-	No results within 20000 bp window
chr4	18530050	18530150	B3-2-2	104	0.000164826630911967	-	No results within 20000 bp window
chr4	18643350	18643450	N3-2-7	335	0.000338060120208124	+	No results within 20000 bp window
chr4	18669650	18669750	B3-2-2	93	0.000147393044950124	-	No results within 20000 bp window
chr4	18778250	18778350	N3-10	116	0.000119179225006267	+	No results within 20000 bp window
chr4	18834350	18834450	B3-1	133	0.000207279403284677	-	No results within 20000 bp window
chr4	18932350	18932450	N3-8	217	0.000237575720418265	+	No results within 20000 bp window
chr4	18939650	18939750	N3-8	410	0.000448875785122067	-	No results within 20000 bp window
chr4	18942650	18942750	B3-1	112	0.000174551076450254	+	No results within 20000 bp window
chr4	18983650	18983750	N3-4	147	0.000245788160701984	-	No results within 20000 bp window
chr4	18984050	18984150	B3-2-2	70	0.000110941001575362	-	No results within 20000 bp window
chr4	19024950	19025050	B3-18	84	0.000114688137014094	-	No results within 20000 bp window
chr4	19065450	19065550	B3-1-15	119	0.000156834835784701	-	No results within 20000 bp window
chr4	19086950	19087050	B3-18	106	0.000144725506232071	-	No results within 20000 bp window
chr4	19093150	19093250	B3-1-3	132	0.000123260348266511	-	No results within 20000 bp window
chr4	19094050	19094150	B3-14	342	0.000925617687417283	-	No results within 20000 bp window
chr4	19112550	19112650	N3-18	208	0.000231056684425446	+	No results within 20000 bp window
chr4	19211850	19211950	B3-18	154	0.00021026158452584	-	No results within 20000 bp window
chr4	19217750	19217850	B3-8	114	0.000121870259487439	+	No results within 20000 bp window
chr4	19310450	19310550	N3-14	872	0.00269974891096711	-	Cngb3, 
chr4	19419450	19419550	N3-1	265	0.000298670297295287	+	Cngb3, 
chr4	19450450	19450550	B3-1-2	416	0.00028020487287051	-	Cngb3, 
chr4	19519650	19519750	B3-1-2	332	0.000223625042771657	+	Cpne3, Cngb3, 
chr4	19660950	19661050	B3-2-21	139	0.000228198805485965	+	Wwp1, 
chr4	19699050	19699150	B3-8	686	0.000733359631652486	+	Wwp1, 
chr4	19699050	19699150	N3-8	157	0.000171886581132109	+	Wwp1, 
chr4	19856650	19856750	N3-4	102	0.000170546887017703	-	Slc7a13, 
chr4	19867150	19867250	B3-2-36	134	0.000107514889608686	-	Atp6v0d2, 
chr4	19882650	19882750	N3-18	91	0.000101087299436133	-	Atp6v0d2, 
chr4	19904650	19904750	B3-1-11	392	0.000497870713644325	+	Atp6v0d2, 
chr4	19947050	19947150	B3-1-15	109	0.0001436554378196	+	No results within 20000 bp window
chr4	19948050	19948150	B3-18	105	0.000143360171267618	+	No results within 20000 bp window
chr4	20084350	20084450	B3-2-36	189	0.000151644135343594	-	Ggh, 
chr4	20098950	20099050	B3-1-15	107	0.00014101955822658	-	No results within 20000 bp window
chr4	20116450	20116550	N3-1-5	172	0.000155759713474574	-	No results within 20000 bp window
chr4	20139050	20139150	N3-18	293	0.000325478887195461	+	No results within 20000 bp window
chr4	20401350	20401450	N3-1-2	711	0.000472650739688436	+	Nkain3, 
chr4	20514450	20514550	B3-14	338	0.000914791749552753	+	Nkain3, 
chr4	20557550	20557650	N3-4	196	0.000327717547602646	-	Nkain3, 
chr4	20563850	20563950	N3-2-21	136	0.000177715519269067	-	Nkain3, 
chr4	20699050	20699150	B3-14	188	0.000508819079632892	+	Nkain3, 
chr4	20841650	20841750	N3-1-15	372	0.000461939649819943	-	No results within 20000 bp window
chr4	21048850	21048950	N3-4	81	0.000135434292631706	-	No results within 20000 bp window
chr4	21087450	21087550	B3-2-21	155	0.000254466293887227	-	No results within 20000 bp window
chr4	21193850	21193950	B3-18	141	0.000192512229987944	+	No results within 20000 bp window
chr4	21350950	21351050	N3-9	112	0.000115745046732063	+	No results within 20000 bp window
chr4	21411250	21411350	B3-2-21	329	0.000540125230250953	-	No results within 20000 bp window
chr4	21468650	21468750	N3-14	57	0.000176474412758171	-	No results within 20000 bp window
chr4	21536450	21536550	N3-2-7	240	0.000242192324925223	+	No results within 20000 bp window
